claim_id,is_fraud,fraud_indicator_notes
CLM-000531,0.0,"Reviewed, no fraud indicators found"
CLM-000532,,
CLM-000533,0.0,"Reviewed, no fraud indicators found"
CLM-000534,0.0,"Reviewed, no fraud indicators found"
CLM-000535,0.0,"Reviewed, no fraud indicators found"
CLM-000536,0.0,"Reviewed, no fraud indicators found"
CLM-000537,0.0,"Reviewed, no fraud indicators found"
CLM-000538,0.0,"Reviewed, no fraud indicators found"
CLM-000539,,
CLM-000540,0.0,"Reviewed, no fraud indicators found"
CLM-000541,0.0,"Reviewed, no fraud indicators found"
CLM-000542,1.0,Confirmed fraud indicators found in review
CLM-000543,0.0,"Reviewed, no fraud indicators found"
CLM-000544,1.0,Confirmed fraud indicators found in review
CLM-000545,0.0,"Reviewed, no fraud indicators found"
CLM-000546,0.0,"Reviewed, no fraud indicators found"
CLM-000547,0.0,"Reviewed, no fraud indicators found"
CLM-000548,1.0,Confirmed fraud indicators found in review
CLM-000549,0.0,"Reviewed, no fraud indicators found"
CLM-000550,0.0,"Reviewed, no fraud indicators found"
CLM-000551,0.0,"Reviewed, no fraud indicators found"
CLM-000552,,
CLM-000553,0.0,"Reviewed, no fraud indicators found"
CLM-000554,1.0,Confirmed fraud indicators found in review
CLM-000555,0.0,"Reviewed, no fraud indicators found"
CLM-000556,0.0,"Reviewed, no fraud indicators found"
CLM-000557,1.0,Confirmed fraud indicators found in review
CLM-000558,0.0,"Reviewed, no fraud indicators found"
CLM-000559,0.0,"Reviewed, no fraud indicators found"
CLM-000560,0.0,"Reviewed, no fraud indicators found"
CLM-000561,0.0,"Reviewed, no fraud indicators found"
CLM-000562,0.0,"Reviewed, no fraud indicators found"
CLM-000563,,
CLM-000564,0.0,"Reviewed, no fraud indicators found"
CLM-000565,1.0,Confirmed fraud indicators found in review
CLM-000566,0.0,"Reviewed, no fraud indicators found"
CLM-000567,1.0,Confirmed fraud indicators found in review
CLM-000568,0.0,"Reviewed, no fraud indicators found"
CLM-000569,0.0,"Reviewed, no fraud indicators found"
CLM-000570,0.0,"Reviewed, no fraud indicators found"
CLM-000571,0.0,"Reviewed, no fraud indicators found"
CLM-000572,0.0,"Reviewed, no fraud indicators found"
CLM-000573,0.0,"Reviewed, no fraud indicators found"
CLM-000574,0.0,"Reviewed, no fraud indicators found"
CLM-000575,0.0,"Reviewed, no fraud indicators found"
CLM-000576,0.0,"Reviewed, no fraud indicators found"
CLM-000577,0.0,"Reviewed, no fraud indicators found"
CLM-000578,0.0,"Reviewed, no fraud indicators found"
CLM-000579,0.0,"Reviewed, no fraud indicators found"
CLM-000580,0.0,"Reviewed, no fraud indicators found"
CLM-000581,0.0,"Reviewed, no fraud indicators found"
CLM-000582,0.0,"Reviewed, no fraud indicators found"
CLM-000583,0.0,"Reviewed, no fraud indicators found"
CLM-000584,0.0,"Reviewed, no fraud indicators found"
CLM-000585,0.0,"Reviewed, no fraud indicators found"
CLM-000586,1.0,Confirmed fraud indicators found in review
CLM-000587,0.0,"Reviewed, no fraud indicators found"
CLM-000588,,
CLM-000589,0.0,"Reviewed, no fraud indicators found"
CLM-000590,0.0,"Reviewed, no fraud indicators found"
CLM-000591,0.0,"Reviewed, no fraud indicators found"
CLM-000592,0.0,"Reviewed, no fraud indicators found"
CLM-000593,0.0,"Reviewed, no fraud indicators found"
CLM-000594,0.0,"Reviewed, no fraud indicators found"
CLM-000595,0.0,"Reviewed, no fraud indicators found"
CLM-000596,0.0,"Reviewed, no fraud indicators found"
CLM-000597,1.0,Confirmed fraud indicators found in review
CLM-000598,0.0,"Reviewed, no fraud indicators found"
CLM-000599,,
CLM-000600,0.0,"Reviewed, no fraud indicators found"
CLM-000601,,
CLM-000602,0.0,"Reviewed, no fraud indicators found"
CLM-000603,0.0,"Reviewed, no fraud indicators found"
CLM-000604,0.0,"Reviewed, no fraud indicators found"
CLM-000605,0.0,"Reviewed, no fraud indicators found"
CLM-000606,,
CLM-000607,0.0,"Reviewed, no fraud indicators found"
CLM-000608,0.0,"Reviewed, no fraud indicators found"
CLM-000609,0.0,"Reviewed, no fraud indicators found"
CLM-000610,0.0,"Reviewed, no fraud indicators found"
CLM-000611,0.0,"Reviewed, no fraud indicators found"
CLM-000612,0.0,"Reviewed, no fraud indicators found"
CLM-000613,0.0,"Reviewed, no fraud indicators found"
CLM-000614,0.0,"Reviewed, no fraud indicators found"
CLM-000615,0.0,"Reviewed, no fraud indicators found"
CLM-000616,0.0,"Reviewed, no fraud indicators found"
CLM-000617,0.0,"Reviewed, no fraud indicators found"
CLM-000618,1.0,Confirmed fraud indicators found in review
CLM-000619,0.0,"Reviewed, no fraud indicators found"
CLM-000620,0.0,"Reviewed, no fraud indicators found"
CLM-000621,,
CLM-000622,0.0,"Reviewed, no fraud indicators found"
CLM-000623,0.0,"Reviewed, no fraud indicators found"
CLM-000624,,
CLM-000625,0.0,"Reviewed, no fraud indicators found"
CLM-000626,0.0,"Reviewed, no fraud indicators found"
CLM-000627,0.0,"Reviewed, no fraud indicators found"
CLM-000628,0.0,"Reviewed, no fraud indicators found"
CLM-000629,0.0,"Reviewed, no fraud indicators found"
CLM-000630,0.0,"Reviewed, no fraud indicators found"
CLM-000631,0.0,"Reviewed, no fraud indicators found"
CLM-000632,0.0,"Reviewed, no fraud indicators found"
CLM-000633,0.0,"Reviewed, no fraud indicators found"
CLM-000634,0.0,"Reviewed, no fraud indicators found"
CLM-000635,0.0,"Reviewed, no fraud indicators found"
CLM-000636,0.0,"Reviewed, no fraud indicators found"
CLM-000637,0.0,"Reviewed, no fraud indicators found"
CLM-000638,0.0,"Reviewed, no fraud indicators found"
CLM-000639,0.0,"Reviewed, no fraud indicators found"
CLM-000640,0.0,"Reviewed, no fraud indicators found"
CLM-000641,0.0,"Reviewed, no fraud indicators found"
CLM-000642,0.0,"Reviewed, no fraud indicators found"
CLM-000643,0.0,"Reviewed, no fraud indicators found"
CLM-000644,1.0,Confirmed fraud indicators found in review
CLM-000645,0.0,"Reviewed, no fraud indicators found"
CLM-000646,0.0,"Reviewed, no fraud indicators found"
CLM-000647,1.0,Confirmed fraud indicators found in review
CLM-000648,0.0,"Reviewed, no fraud indicators found"
CLM-000649,0.0,"Reviewed, no fraud indicators found"
CLM-000650,1.0,Confirmed fraud indicators found in review
CLM-000651,0.0,"Reviewed, no fraud indicators found"
CLM-000652,0.0,"Reviewed, no fraud indicators found"
CLM-000653,0.0,"Reviewed, no fraud indicators found"
CLM-000654,0.0,"Reviewed, no fraud indicators found"
CLM-000655,0.0,"Reviewed, no fraud indicators found"
CLM-000656,0.0,"Reviewed, no fraud indicators found"
CLM-000657,0.0,"Reviewed, no fraud indicators found"
CLM-000658,0.0,"Reviewed, no fraud indicators found"
CLM-000659,0.0,"Reviewed, no fraud indicators found"
CLM-000660,0.0,"Reviewed, no fraud indicators found"
CLM-000661,0.0,"Reviewed, no fraud indicators found"
CLM-000662,0.0,"Reviewed, no fraud indicators found"
CLM-000663,0.0,"Reviewed, no fraud indicators found"
CLM-000664,0.0,"Reviewed, no fraud indicators found"
CLM-000665,0.0,"Reviewed, no fraud indicators found"
CLM-000666,0.0,"Reviewed, no fraud indicators found"
CLM-000667,1.0,Confirmed fraud indicators found in review
CLM-000668,0.0,"Reviewed, no fraud indicators found"
CLM-000669,0.0,"Reviewed, no fraud indicators found"
CLM-000670,1.0,Confirmed fraud indicators found in review
CLM-000671,0.0,"Reviewed, no fraud indicators found"
CLM-000672,0.0,"Reviewed, no fraud indicators found"
CLM-000673,0.0,"Reviewed, no fraud indicators found"
CLM-000674,0.0,"Reviewed, no fraud indicators found"
CLM-000675,0.0,"Reviewed, no fraud indicators found"
CLM-000676,0.0,"Reviewed, no fraud indicators found"
CLM-000677,0.0,"Reviewed, no fraud indicators found"
CLM-000678,,
CLM-000679,0.0,"Reviewed, no fraud indicators found"
CLM-000680,0.0,"Reviewed, no fraud indicators found"
CLM-000681,0.0,"Reviewed, no fraud indicators found"
CLM-000682,0.0,"Reviewed, no fraud indicators found"
CLM-000683,1.0,Confirmed fraud indicators found in review
CLM-000684,0.0,"Reviewed, no fraud indicators found"
CLM-000685,0.0,"Reviewed, no fraud indicators found"
CLM-000686,,
CLM-000687,0.0,"Reviewed, no fraud indicators found"
CLM-000688,0.0,"Reviewed, no fraud indicators found"
CLM-000689,0.0,"Reviewed, no fraud indicators found"
CLM-000690,0.0,"Reviewed, no fraud indicators found"
CLM-000691,0.0,"Reviewed, no fraud indicators found"
CLM-000692,0.0,"Reviewed, no fraud indicators found"
CLM-000693,0.0,"Reviewed, no fraud indicators found"
CLM-000694,0.0,"Reviewed, no fraud indicators found"
CLM-000695,0.0,"Reviewed, no fraud indicators found"
CLM-000696,0.0,"Reviewed, no fraud indicators found"
CLM-000697,0.0,"Reviewed, no fraud indicators found"
CLM-000698,,
CLM-000699,0.0,"Reviewed, no fraud indicators found"
CLM-000700,1.0,Confirmed fraud indicators found in review
CLM-000701,0.0,"Reviewed, no fraud indicators found"
CLM-000702,0.0,"Reviewed, no fraud indicators found"
CLM-000703,0.0,"Reviewed, no fraud indicators found"
CLM-000704,0.0,"Reviewed, no fraud indicators found"
CLM-000705,0.0,"Reviewed, no fraud indicators found"
CLM-000706,1.0,Confirmed fraud indicators found in review
CLM-000707,1.0,Confirmed fraud indicators found in review
CLM-000708,0.0,"Reviewed, no fraud indicators found"
CLM-000709,0.0,"Reviewed, no fraud indicators found"
CLM-000710,0.0,"Reviewed, no fraud indicators found"
CLM-000711,0.0,"Reviewed, no fraud indicators found"
CLM-000712,,
CLM-000713,0.0,"Reviewed, no fraud indicators found"
CLM-000714,0.0,"Reviewed, no fraud indicators found"
CLM-000715,0.0,"Reviewed, no fraud indicators found"
CLM-000716,0.0,"Reviewed, no fraud indicators found"
CLM-000717,0.0,"Reviewed, no fraud indicators found"
CLM-000718,0.0,"Reviewed, no fraud indicators found"
CLM-000719,0.0,"Reviewed, no fraud indicators found"
CLM-000720,0.0,"Reviewed, no fraud indicators found"
CLM-000721,0.0,"Reviewed, no fraud indicators found"
CLM-000722,0.0,"Reviewed, no fraud indicators found"
CLM-000723,0.0,"Reviewed, no fraud indicators found"
CLM-000724,0.0,"Reviewed, no fraud indicators found"
CLM-000725,0.0,"Reviewed, no fraud indicators found"
CLM-000726,0.0,"Reviewed, no fraud indicators found"
CLM-000727,0.0,"Reviewed, no fraud indicators found"
CLM-000728,0.0,"Reviewed, no fraud indicators found"
CLM-000729,0.0,"Reviewed, no fraud indicators found"
CLM-000730,0.0,"Reviewed, no fraud indicators found"
CLM-000731,0.0,"Reviewed, no fraud indicators found"
CLM-000732,0.0,"Reviewed, no fraud indicators found"
CLM-000733,0.0,"Reviewed, no fraud indicators found"
CLM-000734,0.0,"Reviewed, no fraud indicators found"
CLM-000735,0.0,"Reviewed, no fraud indicators found"
CLM-000736,0.0,"Reviewed, no fraud indicators found"
CLM-000737,0.0,"Reviewed, no fraud indicators found"
CLM-000738,0.0,"Reviewed, no fraud indicators found"
CLM-000739,0.0,"Reviewed, no fraud indicators found"
CLM-000740,0.0,"Reviewed, no fraud indicators found"
CLM-000741,1.0,Confirmed fraud indicators found in review
CLM-000742,0.0,"Reviewed, no fraud indicators found"
CLM-000743,0.0,"Reviewed, no fraud indicators found"
CLM-000744,0.0,"Reviewed, no fraud indicators found"
CLM-000745,0.0,"Reviewed, no fraud indicators found"
CLM-000746,0.0,"Reviewed, no fraud indicators found"
CLM-000747,0.0,"Reviewed, no fraud indicators found"
CLM-000748,1.0,Confirmed fraud indicators found in review
CLM-000749,0.0,"Reviewed, no fraud indicators found"
CLM-000750,0.0,"Reviewed, no fraud indicators found"
CLM-000751,0.0,"Reviewed, no fraud indicators found"
CLM-000752,,
CLM-000753,0.0,"Reviewed, no fraud indicators found"
CLM-000754,0.0,"Reviewed, no fraud indicators found"
CLM-000755,0.0,"Reviewed, no fraud indicators found"
CLM-000756,0.0,"Reviewed, no fraud indicators found"
CLM-000757,0.0,"Reviewed, no fraud indicators found"
CLM-000758,0.0,"Reviewed, no fraud indicators found"
CLM-000759,0.0,"Reviewed, no fraud indicators found"
CLM-000760,0.0,"Reviewed, no fraud indicators found"
CLM-000761,0.0,"Reviewed, no fraud indicators found"
CLM-000762,0.0,"Reviewed, no fraud indicators found"
CLM-000763,0.0,"Reviewed, no fraud indicators found"
CLM-000764,0.0,"Reviewed, no fraud indicators found"
CLM-000765,0.0,"Reviewed, no fraud indicators found"
CLM-000766,0.0,"Reviewed, no fraud indicators found"
CLM-000767,0.0,"Reviewed, no fraud indicators found"
CLM-000768,0.0,"Reviewed, no fraud indicators found"
CLM-000769,0.0,"Reviewed, no fraud indicators found"
CLM-000770,0.0,"Reviewed, no fraud indicators found"
CLM-000771,1.0,Confirmed fraud indicators found in review
CLM-000772,0.0,"Reviewed, no fraud indicators found"
CLM-000773,0.0,"Reviewed, no fraud indicators found"
CLM-000774,0.0,"Reviewed, no fraud indicators found"
CLM-000775,0.0,"Reviewed, no fraud indicators found"
CLM-000776,0.0,"Reviewed, no fraud indicators found"
CLM-000777,0.0,"Reviewed, no fraud indicators found"
CLM-000778,0.0,"Reviewed, no fraud indicators found"
CLM-000779,0.0,"Reviewed, no fraud indicators found"
CLM-000780,0.0,"Reviewed, no fraud indicators found"
CLM-000781,0.0,"Reviewed, no fraud indicators found"
CLM-000782,0.0,"Reviewed, no fraud indicators found"
CLM-000783,0.0,"Reviewed, no fraud indicators found"
CLM-000784,0.0,"Reviewed, no fraud indicators found"
CLM-000785,0.0,"Reviewed, no fraud indicators found"
CLM-000786,0.0,"Reviewed, no fraud indicators found"
CLM-000787,0.0,"Reviewed, no fraud indicators found"
CLM-000788,0.0,"Reviewed, no fraud indicators found"
CLM-000789,,
CLM-000790,0.0,"Reviewed, no fraud indicators found"
CLM-000791,0.0,"Reviewed, no fraud indicators found"
CLM-000792,0.0,"Reviewed, no fraud indicators found"
CLM-000793,0.0,"Reviewed, no fraud indicators found"
CLM-000794,1.0,Confirmed fraud indicators found in review
CLM-000795,0.0,"Reviewed, no fraud indicators found"
CLM-000796,0.0,"Reviewed, no fraud indicators found"
CLM-000797,0.0,"Reviewed, no fraud indicators found"
CLM-000798,0.0,"Reviewed, no fraud indicators found"
CLM-000799,0.0,"Reviewed, no fraud indicators found"
CLM-000800,0.0,"Reviewed, no fraud indicators found"
CLM-000801,0.0,"Reviewed, no fraud indicators found"
CLM-000802,0.0,"Reviewed, no fraud indicators found"
CLM-000803,0.0,"Reviewed, no fraud indicators found"
CLM-000804,0.0,"Reviewed, no fraud indicators found"
CLM-000805,1.0,Confirmed fraud indicators found in review
CLM-000806,0.0,"Reviewed, no fraud indicators found"
CLM-000807,0.0,"Reviewed, no fraud indicators found"
CLM-000808,0.0,"Reviewed, no fraud indicators found"
CLM-000809,0.0,"Reviewed, no fraud indicators found"
CLM-000810,0.0,"Reviewed, no fraud indicators found"
CLM-000811,0.0,"Reviewed, no fraud indicators found"
CLM-000812,0.0,"Reviewed, no fraud indicators found"
CLM-000813,0.0,"Reviewed, no fraud indicators found"
CLM-000814,0.0,"Reviewed, no fraud indicators found"
CLM-000815,0.0,"Reviewed, no fraud indicators found"
CLM-000816,0.0,"Reviewed, no fraud indicators found"
CLM-000817,1.0,Confirmed fraud indicators found in review
CLM-000818,0.0,"Reviewed, no fraud indicators found"
CLM-000819,0.0,"Reviewed, no fraud indicators found"
CLM-000820,0.0,"Reviewed, no fraud indicators found"
CLM-000821,0.0,"Reviewed, no fraud indicators found"
CLM-000822,0.0,"Reviewed, no fraud indicators found"
CLM-000823,0.0,"Reviewed, no fraud indicators found"
CLM-000824,0.0,"Reviewed, no fraud indicators found"
CLM-000825,0.0,"Reviewed, no fraud indicators found"
CLM-000826,0.0,"Reviewed, no fraud indicators found"
CLM-000827,0.0,"Reviewed, no fraud indicators found"
CLM-000828,0.0,"Reviewed, no fraud indicators found"
CLM-000829,0.0,"Reviewed, no fraud indicators found"
CLM-000830,0.0,"Reviewed, no fraud indicators found"
CLM-000831,0.0,"Reviewed, no fraud indicators found"
CLM-000832,0.0,"Reviewed, no fraud indicators found"
CLM-000833,,
CLM-000834,0.0,"Reviewed, no fraud indicators found"
CLM-000835,0.0,"Reviewed, no fraud indicators found"
CLM-000836,0.0,"Reviewed, no fraud indicators found"
CLM-000837,0.0,"Reviewed, no fraud indicators found"
CLM-000838,0.0,"Reviewed, no fraud indicators found"
CLM-000839,0.0,"Reviewed, no fraud indicators found"
CLM-000840,0.0,"Reviewed, no fraud indicators found"
CLM-000841,0.0,"Reviewed, no fraud indicators found"
CLM-000842,1.0,Confirmed fraud indicators found in review
CLM-000843,,
CLM-000844,0.0,"Reviewed, no fraud indicators found"
CLM-000845,,
CLM-000846,0.0,"Reviewed, no fraud indicators found"
CLM-000847,1.0,Confirmed fraud indicators found in review
CLM-000848,,
CLM-000849,0.0,"Reviewed, no fraud indicators found"
CLM-000850,0.0,"Reviewed, no fraud indicators found"
CLM-000851,0.0,"Reviewed, no fraud indicators found"
CLM-000852,0.0,"Reviewed, no fraud indicators found"
CLM-000853,0.0,"Reviewed, no fraud indicators found"
CLM-000854,,
CLM-000855,,
CLM-000856,0.0,"Reviewed, no fraud indicators found"
CLM-000857,0.0,"Reviewed, no fraud indicators found"
CLM-000858,,
CLM-000859,,
CLM-000860,0.0,"Reviewed, no fraud indicators found"
CLM-000861,0.0,"Reviewed, no fraud indicators found"
CLM-000862,1.0,Confirmed fraud indicators found in review
CLM-000863,,
CLM-000864,0.0,"Reviewed, no fraud indicators found"
CLM-000865,0.0,"Reviewed, no fraud indicators found"
CLM-000866,0.0,"Reviewed, no fraud indicators found"
CLM-000867,0.0,"Reviewed, no fraud indicators found"
CLM-000868,0.0,"Reviewed, no fraud indicators found"
CLM-000869,0.0,"Reviewed, no fraud indicators found"
CLM-000870,,
CLM-000871,,
CLM-000872,0.0,"Reviewed, no fraud indicators found"
CLM-000873,,
CLM-000874,0.0,"Reviewed, no fraud indicators found"
CLM-000875,,
CLM-000876,,
CLM-000877,0.0,"Reviewed, no fraud indicators found"
CLM-000878,0.0,"Reviewed, no fraud indicators found"
CLM-000879,0.0,"Reviewed, no fraud indicators found"
CLM-000880,,
CLM-000881,1.0,Confirmed fraud indicators found in review
CLM-000882,,
CLM-000883,,
CLM-000884,1.0,Confirmed fraud indicators found in review
CLM-000885,0.0,"Reviewed, no fraud indicators found"
CLM-000886,,
CLM-000887,,
CLM-000888,,
CLM-000889,0.0,"Reviewed, no fraud indicators found"
CLM-000890,0.0,"Reviewed, no fraud indicators found"
CLM-000891,0.0,"Reviewed, no fraud indicators found"
CLM-000892,,
CLM-000893,,
CLM-000894,,
CLM-000895,,
CLM-000896,1.0,Confirmed fraud indicators found in review
CLM-000897,0.0,"Reviewed, no fraud indicators found"
CLM-000898,,
CLM-000899,0.0,"Reviewed, no fraud indicators found"
CLM-000900,1.0,Confirmed fraud indicators found in review
CLM-000901,0.0,"Reviewed, no fraud indicators found"
CLM-000902,,
CLM-000903,1.0,Confirmed fraud indicators found in review
CLM-000904,,
CLM-000905,,
CLM-000906,,
CLM-000907,0.0,"Reviewed, no fraud indicators found"
CLM-000908,0.0,"Reviewed, no fraud indicators found"
CLM-000909,,
CLM-000910,,
CLM-000911,,
CLM-000912,,
CLM-000913,,
CLM-000914,1.0,Confirmed fraud indicators found in review
CLM-000915,,
CLM-000916,0.0,"Reviewed, no fraud indicators found"
CLM-000917,0.0,"Reviewed, no fraud indicators found"
CLM-000918,0.0,"Reviewed, no fraud indicators found"
CLM-000919,,
CLM-000920,,
CLM-000921,,
CLM-000922,0.0,"Reviewed, no fraud indicators found"
CLM-000923,1.0,Confirmed fraud indicators found in review
CLM-000924,0.0,"Reviewed, no fraud indicators found"
CLM-000925,,
CLM-000926,1.0,Confirmed fraud indicators found in review
CLM-000927,,
CLM-000928,,
CLM-000929,,
CLM-000930,,
CLM-000931,,
CLM-000932,,
CLM-000933,,
CLM-000934,,
CLM-000935,,
CLM-000936,0.0,"Reviewed, no fraud indicators found"
CLM-000937,0.0,"Reviewed, no fraud indicators found"
CLM-000938,,
CLM-000939,,
CLM-000940,,
CLM-000941,0.0,"Reviewed, no fraud indicators found"
CLM-000942,0.0,"Reviewed, no fraud indicators found"
CLM-000943,,
CLM-000944,,
CLM-000945,,
CLM-000946,,
CLM-000947,,
CLM-000948,0.0,"Reviewed, no fraud indicators found"
CLM-000949,,
CLM-000950,1.0,Confirmed fraud indicators found in review
CLM-000951,1.0,Confirmed fraud indicators found in review
CLM-000952,1.0,Confirmed fraud indicators found in review
CLM-000953,,
CLM-000954,,
CLM-000955,1.0,Confirmed fraud indicators found in review
CLM-000956,,
CLM-000957,,
CLM-000958,1.0,Confirmed fraud indicators found in review
CLM-000959,0.0,"Reviewed, no fraud indicators found"
CLM-000960,0.0,"Reviewed, no fraud indicators found"
CLM-000961,0.0,"Reviewed, no fraud indicators found"
CLM-000962,,
CLM-000963,0.0,"Reviewed, no fraud indicators found"
CLM-000964,,
CLM-000965,0.0,"Reviewed, no fraud indicators found"
CLM-000966,,
CLM-000967,,
CLM-000968,,
CLM-000969,0.0,"Reviewed, no fraud indicators found"
CLM-000970,0.0,"Reviewed, no fraud indicators found"
CLM-000971,0.0,"Reviewed, no fraud indicators found"
CLM-000972,0.0,"Reviewed, no fraud indicators found"
CLM-000973,,
CLM-000974,0.0,"Reviewed, no fraud indicators found"
CLM-000975,,
CLM-000976,,
CLM-000977,0.0,"Reviewed, no fraud indicators found"
CLM-000978,,
CLM-000979,,
CLM-000980,,
CLM-000981,,
CLM-000982,0.0,"Reviewed, no fraud indicators found"
CLM-000983,1.0,Confirmed fraud indicators found in review
CLM-000984,0.0,"Reviewed, no fraud indicators found"
CLM-000985,,
CLM-000986,0.0,"Reviewed, no fraud indicators found"
CLM-000987,,
CLM-000988,,
CLM-000989,,
CLM-000990,0.0,"Reviewed, no fraud indicators found"
CLM-000991,,
CLM-000992,0.0,"Reviewed, no fraud indicators found"
CLM-000993,,
CLM-000994,1.0,Confirmed fraud indicators found in review
CLM-000995,,
CLM-000996,0.0,"Reviewed, no fraud indicators found"
CLM-000997,0.0,"Reviewed, no fraud indicators found"
CLM-000998,,
CLM-000999,,
CLM-001000,0.0,"Reviewed, no fraud indicators found"
CLM-001001,,
CLM-001002,0.0,"Reviewed, no fraud indicators found"
CLM-001003,1.0,Confirmed fraud indicators found in review
CLM-001004,,
CLM-001005,,
CLM-001006,,
CLM-001007,1.0,Confirmed fraud indicators found in review
CLM-001008,,
CLM-001009,0.0,"Reviewed, no fraud indicators found"
CLM-001010,,
CLM-001011,,
CLM-001012,,
CLM-001013,0.0,"Reviewed, no fraud indicators found"
CLM-001014,0.0,"Reviewed, no fraud indicators found"
CLM-001015,,
CLM-001016,,
CLM-001017,,
CLM-001018,,
CLM-001019,,
CLM-001020,,
CLM-001021,0.0,"Reviewed, no fraud indicators found"
CLM-001022,0.0,"Reviewed, no fraud indicators found"
CLM-001023,,
CLM-001024,,
CLM-001025,0.0,"Reviewed, no fraud indicators found"
CLM-001026,0.0,"Reviewed, no fraud indicators found"
CLM-001027,,
CLM-001028,,
CLM-001029,0.0,"Reviewed, no fraud indicators found"
CLM-001030,,
CLM-001031,,
CLM-001032,,
CLM-001033,,
CLM-001034,0.0,"Reviewed, no fraud indicators found"
CLM-001035,,
CLM-001036,,
CLM-001037,0.0,"Reviewed, no fraud indicators found"
CLM-001038,,
CLM-001039,,
CLM-001040,0.0,"Reviewed, no fraud indicators found"
CLM-001041,,
CLM-001042,0.0,"Reviewed, no fraud indicators found"
CLM-001043,,
CLM-001044,,
CLM-001045,,
CLM-001046,,
CLM-001047,,
CLM-001048,,
CLM-001049,,
CLM-001050,,
CLM-001051,,
CLM-001052,,
CLM-001053,,
CLM-001054,,
CLM-001055,1.0,Confirmed fraud indicators found in review
CLM-001056,0.0,"Reviewed, no fraud indicators found"
CLM-001057,,
CLM-001058,,
CLM-001059,,
CLM-001060,,
CLM-001061,0.0,"Reviewed, no fraud indicators found"
CLM-001062,,
CLM-001063,0.0,"Reviewed, no fraud indicators found"
CLM-001064,0.0,"Reviewed, no fraud indicators found"
CLM-001065,0.0,"Reviewed, no fraud indicators found"
CLM-001066,,
CLM-001067,,
CLM-001068,1.0,Confirmed fraud indicators found in review
CLM-001069,,
CLM-001070,0.0,"Reviewed, no fraud indicators found"
CLM-001071,0.0,"Reviewed, no fraud indicators found"
CLM-001072,,
CLM-001073,,
CLM-001074,0.0,"Reviewed, no fraud indicators found"
CLM-001075,0.0,"Reviewed, no fraud indicators found"
CLM-001076,,
CLM-001077,1.0,Confirmed fraud indicators found in review
CLM-001078,0.0,"Reviewed, no fraud indicators found"
CLM-001079,0.0,"Reviewed, no fraud indicators found"
CLM-001080,,
CLM-001081,0.0,"Reviewed, no fraud indicators found"
CLM-001082,,
CLM-001083,0.0,"Reviewed, no fraud indicators found"
CLM-001084,0.0,"Reviewed, no fraud indicators found"
CLM-001085,,
CLM-001086,,
CLM-001087,,
CLM-001088,,
CLM-001089,,
CLM-001090,,
CLM-001091,0.0,"Reviewed, no fraud indicators found"
CLM-001092,0.0,"Reviewed, no fraud indicators found"
CLM-001093,,
CLM-001094,,
CLM-001095,,
CLM-001096,,
CLM-001097,,
CLM-001098,,
CLM-001099,1.0,Confirmed fraud indicators found in review
CLM-001100,1.0,Confirmed fraud indicators found in review
CLM-001101,1.0,Confirmed fraud indicators found in review
CLM-001102,1.0,Confirmed fraud indicators found in review
CLM-001103,,
CLM-001104,,
CLM-001105,,
CLM-001106,0.0,"Reviewed, no fraud indicators found"
CLM-001107,1.0,Confirmed fraud indicators found in review
CLM-001108,0.0,"Reviewed, no fraud indicators found"
CLM-001109,1.0,Confirmed fraud indicators found in review
CLM-001110,,
CLM-001111,1.0,Confirmed fraud indicators found in review
CLM-001112,,
CLM-001113,,
CLM-001114,,
CLM-001115,,
CLM-001116,1.0,Confirmed fraud indicators found in review
CLM-001117,,
CLM-001118,,
CLM-001119,,
CLM-001120,,
CLM-001121,,
CLM-001122,,
CLM-001123,,
CLM-001124,,
CLM-001125,0.0,"Reviewed, no fraud indicators found"
CLM-001126,,
CLM-001127,0.0,"Reviewed, no fraud indicators found"
CLM-001128,0.0,"Reviewed, no fraud indicators found"
CLM-001129,,
CLM-001130,1.0,Confirmed fraud indicators found in review
CLM-001131,,
CLM-001132,0.0,"Reviewed, no fraud indicators found"
CLM-001133,0.0,"Reviewed, no fraud indicators found"
CLM-001134,,
CLM-001135,,
CLM-001136,0.0,"Reviewed, no fraud indicators found"
CLM-001137,,
CLM-001138,,
CLM-001139,,
CLM-001140,,
CLM-001141,0.0,"Reviewed, no fraud indicators found"
CLM-001142,1.0,Confirmed fraud indicators found in review
CLM-001143,0.0,"Reviewed, no fraud indicators found"
CLM-001144,0.0,"Reviewed, no fraud indicators found"
CLM-001145,0.0,"Reviewed, no fraud indicators found"
CLM-001146,,
CLM-001147,0.0,"Reviewed, no fraud indicators found"
CLM-001148,,
CLM-001149,,
CLM-001150,,
CLM-001151,,
CLM-001152,,
CLM-001153,,
CLM-001154,,
CLM-001155,1.0,Confirmed fraud indicators found in review
CLM-001156,,
CLM-001157,,
CLM-001158,,
CLM-001159,,
CLM-001160,0.0,"Reviewed, no fraud indicators found"
CLM-001161,1.0,Confirmed fraud indicators found in review
CLM-001162,0.0,"Reviewed, no fraud indicators found"
CLM-001163,0.0,"Reviewed, no fraud indicators found"
CLM-001164,,
CLM-001165,,
CLM-001166,0.0,"Reviewed, no fraud indicators found"
CLM-001167,,
CLM-001168,,
CLM-001169,,
CLM-001170,0.0,"Reviewed, no fraud indicators found"
CLM-001171,0.0,"Reviewed, no fraud indicators found"
CLM-001172,,
