claim_id,evaluation_date,development_month,reserve_estimate,cumulative_paid
CLM-000168,2023-05-20,1,540.47,1333.82
CLM-000169,2023-05-23,1,319.39,250.4
CLM-000170,2023-05-21,1,2170.36,5082.22
CLM-000171,2023-05-21,1,824.69,666.41
CLM-000172,2023-05-21,1,3401.69,1622.33
CLM-000173,2023-05-26,1,1885.03,1971.21
CLM-000173,2023-06-25,2,3236.03,4102.83
CLM-000174,2023-05-30,1,4306.91,0.0
CLM-000174,2023-06-29,2,8523.83,0.0
CLM-000174,2023-07-29,3,16558.06,10789.49
CLM-000174,2023-08-28,4,19573.0,15859.9
CLM-000174,2023-09-27,5,21919.61,17871.77
CLM-000174,2023-10-27,6,24033.25,21663.37
CLM-000174,2023-11-26,7,31969.06,26704.3
CLM-000174,2023-12-26,8,32509.17,32607.79
CLM-000174,2024-01-25,9,33545.31,33296.88
CLM-000174,2024-02-24,10,33577.46,31972.03
CLM-000174,2024-03-25,11,32222.94,30187.1
CLM-000174,2024-04-24,12,33282.1,32905.03
CLM-000174,2024-05-24,13,34576.96,28982.62
CLM-000174,2024-06-23,14,33998.41,29803.53
CLM-000174,2024-07-23,15,34484.22,29381.18
CLM-000174,2024-08-22,16,32752.42,32060.01
CLM-000174,2024-09-21,17,33906.02,31933.9
CLM-000174,2024-10-21,18,33329.34,32215.83
CLM-000174,2024-11-20,19,34975.26,29001.94
CLM-000174,2024-12-20,20,32895.91,29996.79
CLM-000174,2025-01-19,21,33399.11,29784.66
CLM-000174,2025-02-18,22,32098.57,29695.84
CLM-000174,2025-03-20,23,33780.76,28868.84
CLM-000174,2025-04-19,24,33633.1,28893.49
CLM-000175,2023-06-04,1,318.77,281.44
CLM-000176,2023-06-03,1,684.2,1553.55
CLM-000176,2023-07-03,2,8814.37,3156.18
CLM-000177,2023-06-21,1,336.71,806.04
CLM-000178,2023-06-12,1,2354.49,1559.95
CLM-000179,2023-06-17,1,175.87,433.9
CLM-000180,2023-06-12,1,19.01,41.09
CLM-000180,2023-07-12,2,114.33,89.58
CLM-000181,2023-06-22,1,240.1,530.78
CLM-000181,2023-07-22,2,1601.58,1161.61
CLM-000182,2023-06-24,1,1055.78,838.48
CLM-000182,2023-07-24,2,2207.91,1652.38
CLM-000183,2023-06-23,1,1625.48,667.96
CLM-000183,2023-07-23,2,386.54,1289.01
CLM-000184,2023-06-28,1,1169.43,1578.02
CLM-000185,2023-07-01,1,1731.29,668.75
CLM-000185,2023-07-31,2,1100.96,1258.74
CLM-000186,2023-06-30,1,1773.63,0.0
CLM-000186,2023-07-30,2,2372.24,0.0
CLM-000186,2023-08-29,3,2526.82,1827.88
CLM-000186,2023-09-28,4,2617.72,2548.44
CLM-000186,2023-10-28,5,3698.47,3050.2
CLM-000186,2023-11-27,6,3616.8,3573.88
CLM-000186,2023-12-27,7,4608.2,4049.31
CLM-000186,2024-01-26,8,5182.54,4397.02
CLM-000186,2024-02-25,9,5083.78,4539.93
CLM-000186,2024-03-26,10,5182.3,4424.39
CLM-000186,2024-04-25,11,5117.93,4518.38
CLM-000186,2024-05-25,12,4999.87,4636.1
CLM-000186,2024-06-24,13,5202.41,4477.08
CLM-000186,2024-07-24,14,5037.01,4636.04
CLM-000186,2024-08-23,15,5158.0,4761.19
CLM-000186,2024-09-22,16,5154.81,4944.81
CLM-000186,2024-10-22,17,5017.26,5025.58
CLM-000186,2024-11-21,18,5074.59,4712.17
CLM-000186,2024-12-21,19,5121.89,5116.19
CLM-000186,2025-01-20,20,5203.89,4568.97
CLM-000186,2025-02-19,21,5205.97,4576.81
CLM-000186,2025-03-21,22,5263.28,4810.83
CLM-000186,2025-04-20,23,5250.69,4793.83
CLM-000186,2025-05-20,24,5209.46,4565.7
CLM-000187,2023-07-09,1,823.0,474.11
CLM-000187,2023-08-08,2,216.12,958.38
CLM-000188,2023-07-11,1,3992.5,1287.59
CLM-000188,2023-08-10,2,3685.88,2786.54
CLM-000189,2023-07-10,1,618.81,498.93
CLM-000190,2023-07-14,1,4.94,10.87
CLM-000191,2023-07-13,1,1287.61,424.93
CLM-000192,2023-07-21,1,376.93,845.45
CLM-000193,2023-07-29,1,1977.14,653.05
CLM-000193,2023-08-28,2,1754.51,1242.72
CLM-000194,2023-07-22,1,20.87,49.41
CLM-000194,2023-08-21,2,221.44,92.37
CLM-000195,2023-07-23,1,760.71,0.0
CLM-000195,2023-08-22,2,965.37,0.0
CLM-000195,2023-09-21,3,514.57,1152.83
CLM-000195,2023-10-21,4,1309.71,1482.56
CLM-000195,2023-11-20,5,2029.87,1662.29
CLM-000195,2023-12-20,6,2435.5,2307.4
CLM-000195,2024-01-19,7,2663.49,2508.42
CLM-000195,2024-02-18,8,3107.56,2764.2
CLM-000195,2024-03-19,9,3164.87,3021.65
CLM-000195,2024-04-18,10,3019.88,3001.47
CLM-000195,2024-05-18,11,3158.23,2643.89
CLM-000195,2024-06-17,12,3288.93,2752.45
CLM-000195,2024-07-17,13,3050.0,2984.62
CLM-000195,2024-08-16,14,3091.85,2855.06
CLM-000195,2024-09-15,15,3112.71,2694.3
CLM-000195,2024-10-15,16,3016.45,3025.79
CLM-000195,2024-11-14,17,3068.76,2821.2
CLM-000195,2024-12-14,18,3148.32,2979.42
CLM-000195,2025-01-13,19,3044.37,2656.75
CLM-000195,2025-02-12,20,3070.55,2842.84
CLM-000195,2025-03-14,21,3096.6,2638.62
CLM-000195,2025-04-13,22,3091.02,2834.63
CLM-000195,2025-05-13,23,3039.94,2997.4
CLM-000195,2025-06-12,24,3116.77,2985.64
CLM-000196,2023-07-25,1,5767.0,5000.94
CLM-000197,2023-08-04,1,1175.13,850.56
CLM-000198,2023-08-04,1,444.47,0.0
CLM-000198,2023-09-03,2,2065.95,0.0
CLM-000198,2023-10-03,3,2851.14,2817.71
CLM-000198,2023-11-02,4,3000.89,3694.45
CLM-000198,2023-12-02,5,4490.53,4381.23
CLM-000198,2024-01-01,6,6440.93,5641.33
CLM-000198,2024-01-31,7,6504.18,6603.73
CLM-000198,2024-03-01,8,7668.28,6702.89
CLM-000198,2024-03-31,9,7623.79,7628.35
CLM-000198,2024-04-30,10,7459.87,6833.32
CLM-000198,2024-05-30,11,7652.63,7602.07
CLM-000198,2024-06-29,12,7870.41,6633.72
CLM-000198,2024-07-29,13,7738.68,7585.14
CLM-000198,2024-08-28,14,7486.83,7448.91
CLM-000198,2024-09-27,15,7809.4,7676.55
CLM-000198,2024-10-27,16,7680.49,7120.64
CLM-000198,2024-11-26,17,7718.41,7062.9
CLM-000198,2024-12-26,18,7590.53,7260.52
CLM-000198,2025-01-25,19,7899.97,6845.78
CLM-000198,2025-02-24,20,7724.55,7467.28
CLM-000198,2025-03-26,21,7820.65,7677.28
CLM-000198,2025-04-25,22,7767.5,7601.31
CLM-000198,2025-05-25,23,7696.25,6926.22
CLM-000198,2025-06-24,24,7465.68,7439.28
CLM-000199,2023-08-10,1,1555.13,693.45
CLM-000200,2023-08-11,1,387.4,104.48
CLM-000200,2023-09-10,2,285.9,228.46
CLM-000201,2023-08-14,1,4744.89,1907.58
CLM-000201,2023-09-13,2,2200.72,4448.75
CLM-000202,2023-08-19,1,138.66,338.6
CLM-000202,2023-09-18,2,382.96,589.78
CLM-000203,2023-08-19,1,6093.58,3202.05
CLM-000203,2023-09-18,2,10575.47,6616.87
CLM-000204,2023-09-05,1,2590.1,1617.75
CLM-000205,2023-09-04,1,156.86,375.91
CLM-000206,2023-08-31,1,154.13,377.9
CLM-000207,2023-09-09,1,285.53,0.0
CLM-000207,2023-10-09,2,158.18,0.0
CLM-000207,2023-11-08,3,681.68,518.64
CLM-000207,2023-12-08,4,745.06,723.74
CLM-000207,2024-01-07,5,727.0,858.07
CLM-000207,2024-02-06,6,1202.99,1069.77
CLM-000207,2024-03-07,7,1323.69,1320.73
CLM-000207,2024-04-06,8,1471.67,1412.41
CLM-000207,2024-05-06,9,1517.3,1407.8
CLM-000207,2024-06-05,10,1552.14,1413.12
CLM-000207,2024-07-05,11,1580.11,1316.39
CLM-000207,2024-08-04,12,1586.88,1351.96
CLM-000207,2024-09-03,13,1554.23,1419.12
CLM-000207,2024-10-03,14,1508.78,1401.94
CLM-000207,2024-11-02,15,1572.9,1331.97
CLM-000207,2024-12-02,16,1506.69,1308.41
CLM-000207,2025-01-01,17,1588.96,1318.64
CLM-000207,2025-01-31,18,1549.18,1357.1
CLM-000207,2025-03-02,19,1506.88,1316.82
CLM-000207,2025-04-01,20,1502.41,1490.07
CLM-000207,2025-05-01,21,1528.99,1511.7
CLM-000207,2025-05-31,22,1572.4,1512.72
CLM-000207,2025-06-30,23,1540.97,1306.26
CLM-000207,2025-07-30,24,1520.21,1422.01
CLM-000208,2023-09-04,1,365.54,0.0
CLM-000208,2023-10-04,2,861.92,0.0
CLM-000208,2023-11-03,3,1117.31,734.93
CLM-000208,2023-12-03,4,1110.23,1069.86
CLM-000208,2024-01-02,5,1235.34,1193.73
CLM-000208,2024-02-01,6,1749.58,1555.61
CLM-000208,2024-03-02,7,1830.81,1708.78
CLM-000208,2024-04-01,8,2327.1,1951.52
CLM-000208,2024-05-01,9,2221.4,1939.74
CLM-000208,2024-05-31,10,2286.3,2206.0
CLM-000208,2024-06-30,11,2288.74,2017.09
CLM-000208,2024-07-30,12,2239.61,1955.58
CLM-000208,2024-08-29,13,2259.39,2040.36
CLM-000208,2024-09-28,14,2257.0,2061.31
CLM-000208,2024-10-28,15,2247.8,2188.32
CLM-000208,2024-11-27,16,2192.2,1951.09
CLM-000208,2024-12-27,17,2270.27,1963.09
CLM-000208,2025-01-26,18,2273.65,1985.51
CLM-000208,2025-02-25,19,2306.67,2022.51
CLM-000208,2025-03-27,20,2248.5,1934.73
CLM-000208,2025-04-26,21,2210.08,2101.24
CLM-000208,2025-05-26,22,2243.96,1964.91
CLM-000208,2025-06-25,23,2279.86,2080.01
CLM-000208,2025-07-25,24,2276.99,2187.72
CLM-000209,2023-09-04,1,258.77,151.78
CLM-000210,2023-09-03,1,208.74,0.0
CLM-000210,2023-10-03,2,1202.82,0.0
CLM-000210,2023-11-02,3,1786.67,1382.16
CLM-000210,2023-12-02,4,2249.93,2003.98
CLM-000210,2024-01-01,5,3067.29,2310.64
CLM-000210,2024-01-31,6,2706.44,2783.24
CLM-000210,2024-03-01,7,3667.41,3558.76
CLM-000210,2024-03-31,8,4200.6,3959.7
CLM-000210,2024-04-30,9,4238.78,3626.92
CLM-000210,2024-05-30,10,3970.79,3908.28
CLM-000210,2024-06-29,11,4171.47,3930.43
CLM-000210,2024-07-29,12,4255.79,3648.38
CLM-000210,2024-08-28,13,4139.12,3631.02
CLM-000210,2024-09-27,14,4147.93,4045.53
CLM-000210,2024-10-27,15,4059.89,3818.58
CLM-000210,2024-11-26,16,4183.06,4047.68
CLM-000210,2024-12-26,17,4226.3,4056.17
CLM-000210,2025-01-25,18,4194.7,3653.72
CLM-000210,2025-02-24,19,4082.3,3927.27
CLM-000210,2025-03-26,20,4136.48,4118.39
CLM-000210,2025-04-25,21,4180.41,4093.08
CLM-000210,2025-05-25,22,4095.71,3744.77
CLM-000210,2025-06-24,23,4182.78,3858.11
CLM-000210,2025-07-24,24,4123.79,4131.63
CLM-000211,2023-09-04,1,367.51,917.39
CLM-000211,2023-10-04,2,2185.14,1659.32
CLM-000212,2023-09-08,1,5932.33,1995.89
CLM-000212,2023-10-08,2,7790.66,4295.89
CLM-000213,2023-09-17,1,697.32,0.0
CLM-000213,2023-10-17,2,402.56,0.0
CLM-000213,2023-11-16,3,4402.94,2789.01
CLM-000213,2023-12-16,4,4697.97,3961.12
CLM-000213,2024-01-15,5,4724.69,4821.01
CLM-000213,2024-02-14,6,6409.21,5592.96
CLM-000213,2024-03-15,7,6792.75,6057.08
CLM-000213,2024-04-14,8,8280.83,6913.08
CLM-000213,2024-05-14,9,8245.37,7292.67
CLM-000213,2024-06-13,10,7778.35,7210.54
CLM-000213,2024-07-13,11,8134.02,7350.2
CLM-000213,2024-08-12,12,8214.69,8042.59
CLM-000213,2024-09-11,13,8310.32,7426.21
CLM-000213,2024-10-11,14,7922.43,7646.54
CLM-000213,2024-11-10,15,8051.8,7314.99
CLM-000213,2024-12-10,16,7983.67,7012.56
CLM-000213,2025-01-09,17,8234.22,8048.63
CLM-000213,2025-02-08,18,7998.5,6960.79
CLM-000213,2025-03-10,19,8212.6,7580.35
CLM-000213,2025-04-09,20,7865.53,7662.06
CLM-000213,2025-05-09,21,7893.85,6929.91
CLM-000213,2025-06-08,22,8105.24,7725.71
CLM-000213,2025-07-08,23,8251.83,7434.82
CLM-000213,2025-08-07,24,8102.11,7888.34
CLM-000214,2023-09-17,1,1140.86,696.27
CLM-000215,2023-09-16,1,1510.76,3593.29
CLM-000215,2023-10-16,2,7754.72,6757.89
CLM-000216,2023-09-21,1,2290.95,1170.98
CLM-000217,2023-09-19,1,145.41,190.34
CLM-000218,2023-09-24,1,101.72,225.03
CLM-000218,2023-10-24,2,528.48,434.14
CLM-000218,2023-11-23,3,894.31,706.0
CLM-000218,2023-12-23,4,958.26,878.82
CLM-000219,2023-09-21,1,150.15,355.5
CLM-000219,2023-10-21,2,1420.66,644.59
CLM-000219,2023-11-20,3,665.84,1078.78
CLM-000220,2023-09-27,1,3038.2,0.0
CLM-000220,2023-10-27,2,23678.99,0.0
CLM-000220,2023-11-26,3,17662.45,21048.1
CLM-000220,2023-12-26,4,32320.43,30103.38
CLM-000220,2024-01-25,5,42385.64,36752.77
CLM-000220,2024-02-24,6,48791.95,41108.15
CLM-000220,2024-03-25,7,49721.71,52514.3
CLM-000220,2024-04-24,8,59183.13,52903.53
CLM-000220,2024-05-24,9,60336.3,53395.33
CLM-000220,2024-06-23,10,59417.38,54153.85
CLM-000220,2024-07-23,11,60868.74,57387.6
CLM-000220,2024-08-22,12,60992.98,56810.81
CLM-000220,2024-09-21,13,58929.34,59589.91
CLM-000220,2024-10-21,14,62329.62,58478.01
CLM-000220,2024-11-20,15,61638.85,53560.11
CLM-000220,2024-12-20,16,61170.53,56629.09
CLM-000220,2025-01-19,17,61088.36,55414.82
CLM-000220,2025-02-18,18,57931.66,57356.29
CLM-000220,2025-03-20,19,62344.04,60290.19
CLM-000220,2025-04-19,20,61361.45,56503.45
CLM-000220,2025-05-19,21,61008.34,55943.56
CLM-000220,2025-06-18,22,60697.82,53603.03
CLM-000220,2025-07-18,23,62805.22,57850.24
CLM-000220,2025-08-17,24,61041.09,53268.97
CLM-000221,2023-10-07,1,35.59,87.74
CLM-000222,2023-10-04,1,331.13,0.0
CLM-000222,2023-11-03,2,770.58,0.0
CLM-000222,2023-12-03,3,1878.84,1801.85
CLM-000222,2024-01-02,4,1907.29,2277.8
CLM-000222,2024-02-01,5,3280.76,2905.16
CLM-000222,2024-03-02,6,3575.0,3452.15
CLM-000222,2024-04-01,7,4275.62,4166.35
CLM-000222,2024-05-01,8,4662.21,4134.06
CLM-000222,2024-05-31,9,4882.51,4714.15
CLM-000222,2024-06-30,10,4815.9,4478.27
CLM-000222,2024-07-30,11,4896.9,4248.64
CLM-000222,2024-08-29,12,4799.57,4607.98
CLM-000222,2024-09-28,13,4775.99,4099.01
CLM-000222,2024-10-28,14,4904.95,4245.43
CLM-000222,2024-11-27,15,4867.01,4365.42
CLM-000222,2024-12-27,16,4978.91,4500.62
CLM-000222,2025-01-26,17,4983.98,4476.57
CLM-000222,2025-02-25,18,4692.46,4137.85
CLM-000222,2025-03-27,19,4706.98,4400.24
CLM-000222,2025-04-26,20,4854.38,4225.44
CLM-000222,2025-05-26,21,4872.17,4732.4
CLM-000222,2025-06-25,22,4703.85,4315.27
CLM-000222,2025-07-25,23,4808.03,4383.13
CLM-000222,2025-08-24,24,4628.2,4141.1
CLM-000223,2023-10-10,1,12087.85,28252.7
CLM-000223,2023-11-09,2,41823.09,54177.61
CLM-000223,2023-12-09,3,50618.42,81439.08
CLM-000224,2023-10-22,1,552.0,341.67
CLM-000225,2023-10-19,1,50.65,114.87
CLM-000226,2023-10-23,1,1540.66,591.71
CLM-000226,2023-11-22,2,2041.3,1176.43
CLM-000226,2023-12-22,3,3659.58,1890.32
CLM-000227,2023-10-27,1,72.03,163.88
CLM-000228,2023-10-26,1,212.16,513.78
CLM-000228,2023-11-25,2,621.0,919.95
CLM-000229,2023-10-29,1,953.39,454.16
CLM-000230,2023-10-29,1,1554.37,2145.55
CLM-000230,2023-11-28,2,3173.33,4365.31
CLM-000231,2023-11-07,1,402.31,419.03
CLM-000231,2023-12-07,2,922.68,850.92
CLM-000231,2024-01-06,3,1802.85,1261.98
CLM-000232,2023-10-31,1,395.57,961.16
CLM-000232,2023-11-30,2,2516.2,1752.92
CLM-000233,2023-10-29,1,1772.78,806.33
CLM-000234,2023-11-09,1,3705.6,1289.06
CLM-000234,2023-12-09,2,3457.47,2327.61
CLM-000235,2023-11-06,1,996.35,1017.21
CLM-000235,2023-12-06,2,2218.01,1971.71
CLM-000236,2023-11-10,1,880.46,305.53
CLM-000236,2023-12-10,2,825.41,637.42
CLM-000237,2023-11-16,1,414.38,905.22
CLM-000237,2023-12-16,2,2771.27,2044.29
CLM-000238,2023-11-23,1,3780.22,1733.52
CLM-000239,2023-11-22,1,438.05,0.0
CLM-000239,2023-12-22,2,1371.36,0.0
CLM-000239,2024-01-21,3,2547.86,3038.56
CLM-000239,2024-02-20,4,3277.97,4039.86
CLM-000239,2024-03-21,5,5428.94,5315.53
CLM-000239,2024-04-20,6,6097.34,6146.49
CLM-000239,2024-05-20,7,7877.76,7155.59
CLM-000239,2024-06-19,8,8946.95,8096.74
CLM-000239,2024-07-19,9,8816.53,7728.19
CLM-000239,2024-08-18,10,8567.16,8539.04
CLM-000239,2024-09-17,11,8720.5,7889.96
CLM-000239,2024-10-17,12,8996.25,8067.48
CLM-000239,2024-11-16,13,8405.46,8755.82
CLM-000239,2024-12-16,14,8624.98,8336.2
CLM-000239,2025-01-15,15,8395.1,7911.3
CLM-000239,2025-02-14,16,8572.39,8480.7
CLM-000239,2025-03-16,17,8780.14,8335.31
CLM-000239,2025-04-15,18,8698.92,8156.49
CLM-000239,2025-05-15,19,8640.95,8680.5
CLM-000239,2025-06-14,20,8706.09,7897.39
CLM-000239,2025-07-14,21,9019.89,7852.47
CLM-000239,2025-08-13,22,8826.58,7718.21
CLM-000239,2025-09-12,23,8954.09,8759.12
CLM-000239,2025-10-12,24,8261.4,8337.88
CLM-000240,2023-11-21,1,7579.03,7533.74
CLM-000240,2023-12-21,2,18255.44,15884.92
CLM-000241,2023-11-27,1,1273.21,2977.96
CLM-000242,2023-11-28,1,298.59,379.8
CLM-000242,2023-12-28,2,726.94,868.56
CLM-000243,2023-12-03,1,3719.8,1735.87
CLM-000243,2024-01-02,2,9660.28,3277.38
CLM-000244,2023-12-16,1,644.79,1571.93
CLM-000245,2023-12-13,1,409.48,709.4
CLM-000246,2023-12-10,1,970.34,0.0
CLM-000246,2024-01-09,2,1693.04,0.0
CLM-000246,2024-02-08,3,1489.34,2353.18
CLM-000246,2024-03-09,4,2981.15,2883.81
CLM-000246,2024-04-08,5,3669.18,3653.36
CLM-000246,2024-05-08,6,4584.71,4202.47
CLM-000246,2024-06-07,7,5837.1,4815.96
CLM-000246,2024-07-07,8,6577.19,5791.75
CLM-000246,2024-08-06,9,6489.3,5685.03
CLM-000246,2024-09-05,10,6684.85,5967.57
CLM-000246,2024-10-05,11,6264.56,5618.25
CLM-000246,2024-11-04,12,6741.46,6156.0
CLM-000246,2024-12-04,13,6648.96,5842.42
CLM-000246,2025-01-03,14,6468.84,5902.36
CLM-000246,2025-02-02,15,6781.75,5569.25
CLM-000246,2025-03-04,16,6553.03,6316.54
CLM-000246,2025-04-03,17,6614.19,6051.22
CLM-000246,2025-05-03,18,6567.17,6250.05
CLM-000246,2025-06-02,19,6492.4,5508.75
CLM-000246,2025-07-02,20,6304.64,5717.66
CLM-000246,2025-08-01,21,6345.94,6171.24
CLM-000246,2025-08-31,22,6211.35,5684.48
CLM-000246,2025-09-30,23,6554.41,6068.76
CLM-000246,2025-10-30,24,6429.81,6313.56
CLM-000247,2023-12-18,1,62.79,142.45
CLM-000248,2023-12-16,1,5281.37,1003.62
CLM-000248,2024-01-15,2,1289.03,2164.51
CLM-000249,2023-12-21,1,364.61,0.0
CLM-000249,2024-01-20,2,930.64,0.0
CLM-000249,2024-02-19,3,2445.84,2524.67
CLM-000249,2024-03-20,4,4011.45,3548.06
CLM-000249,2024-04-19,5,4687.11,4202.02
CLM-000249,2024-05-19,6,5097.25,5279.55
CLM-000249,2024-06-18,7,6182.11,5894.13
CLM-000249,2024-07-18,8,7281.79,6550.92
CLM-000249,2024-08-17,9,7180.88,6345.39
CLM-000249,2024-09-16,10,7552.41,6324.79
CLM-000249,2024-10-16,11,7471.23,6802.54
CLM-000249,2024-11-15,12,7099.16,6857.44
CLM-000249,2024-12-15,13,7055.01,6435.25
CLM-000249,2025-01-14,14,7372.13,6649.95
CLM-000249,2025-02-13,15,7445.63,7228.13
CLM-000249,2025-03-15,16,7289.99,7031.59
CLM-000249,2025-04-14,17,7107.59,6551.38
CLM-000249,2025-05-14,18,7118.4,6657.24
CLM-000249,2025-06-13,19,7517.06,6887.03
CLM-000249,2025-07-13,20,7198.6,6460.8
CLM-000249,2025-08-12,21,7239.54,7031.52
CLM-000249,2025-09-11,22,7271.73,6721.41
CLM-000249,2025-10-11,23,7366.6,6882.36
CLM-000249,2025-11-10,24,7343.43,6623.36
CLM-000250,2023-12-20,1,224.81,350.89
CLM-000250,2024-01-19,2,704.09,715.17
CLM-000251,2024-01-01,1,378.35,855.9
CLM-000251,2024-01-31,2,1337.78,1763.0
CLM-000252,2023-12-21,1,188.45,191.27
CLM-000253,2023-12-24,1,123.5,266.6
CLM-000253,2024-01-23,2,809.84,594.29
CLM-000254,2024-01-01,1,65.94,143.08
CLM-000255,2023-12-25,1,8526.08,2686.04
CLM-000255,2024-01-24,2,3699.28,5461.38
CLM-000256,2023-12-25,1,94.94,234.1
CLM-000256,2024-01-24,2,94.94,432.99
CLM-000256,2024-02-23,3,1032.42,659.15
CLM-000257,2023-12-26,1,132.49,315.67
CLM-000258,2024-01-08,1,344.59,849.22
CLM-000259,2024-01-05,1,97.93,63.99
CLM-000260,2024-01-15,1,579.89,569.01
CLM-000261,2024-01-14,1,32.99,80.25
CLM-000262,2024-01-13,1,1915.56,1850.93
CLM-000262,2024-02-12,2,4141.76,3740.71
CLM-000262,2024-03-13,3,8372.02,6090.88
CLM-000263,2024-01-14,1,278.16,0.0
CLM-000263,2024-02-13,2,1113.49,0.0
CLM-000263,2024-03-14,3,1993.9,2015.73
CLM-000263,2024-04-13,4,1762.81,2485.82
CLM-000263,2024-05-13,5,4591.69,3163.72
CLM-000263,2024-06-12,6,4365.83,3618.19
CLM-000263,2024-07-12,7,4801.44,4676.43
CLM-000263,2024-08-11,8,5733.62,5526.62
CLM-000263,2024-09-10,9,5476.48,5470.14
CLM-000263,2024-10-10,10,5475.17,5097.63
CLM-000263,2024-11-09,11,5431.2,5121.0
CLM-000263,2024-12-09,12,5540.86,5544.77
CLM-000263,2025-01-08,13,5581.76,4902.65
CLM-000263,2025-02-07,14,5679.59,4750.92
CLM-000263,2025-03-09,15,5622.63,4806.41
CLM-000263,2025-04-08,16,5424.26,4983.39
CLM-000263,2025-05-08,17,5518.9,4783.06
CLM-000263,2025-06-07,18,5434.31,5334.61
CLM-000263,2025-07-07,19,5431.19,5194.13
CLM-000263,2025-08-06,20,5470.5,4758.45
CLM-000263,2025-09-05,21,5446.67,4763.18
CLM-000263,2025-10-05,22,5657.97,4919.45
CLM-000263,2025-11-04,23,5507.41,5125.2
CLM-000263,2025-12-04,24,5645.84,4731.43
CLM-000264,2024-01-23,1,2927.23,0.0
CLM-000264,2024-02-22,2,3560.43,0.0
CLM-000264,2024-03-23,3,5467.27,4780.35
CLM-000264,2024-04-22,4,5962.09,6098.48
CLM-000264,2024-05-22,5,8594.96,8467.05
CLM-000264,2024-06-21,6,11276.99,10320.77
CLM-000264,2024-07-21,7,12365.38,12280.24
CLM-000264,2024-08-20,8,14542.15,13259.23
CLM-000264,2024-09-19,9,14437.65,12610.05
CLM-000264,2024-10-19,10,14529.24,12175.96
CLM-000264,2024-11-18,11,14278.15,14263.24
CLM-000264,2024-12-18,12,14251.77,13235.3
CLM-000264,2025-01-17,13,14360.72,13883.39
CLM-000264,2025-02-16,14,14043.45,12422.18
CLM-000264,2025-03-18,15,14072.81,13224.96
CLM-000264,2025-04-17,16,14454.85,13551.52
CLM-000264,2025-05-17,17,14804.24,13146.74
CLM-000264,2025-06-16,18,13989.19,13375.78
CLM-000264,2025-07-16,19,14564.82,13475.0
CLM-000264,2025-08-15,20,14174.76,12836.41
CLM-000264,2025-09-14,21,14404.6,12660.47
CLM-000264,2025-10-14,22,14035.26,13093.86
CLM-000264,2025-11-13,23,14290.39,13233.0
CLM-000264,2025-12-13,24,14750.17,13867.67
CLM-000265,2024-01-18,1,4203.67,1580.09
CLM-000266,2024-01-30,1,4445.27,1730.92
CLM-000266,2024-02-29,2,3371.55,3624.41
CLM-000267,2024-01-22,1,1925.59,4751.49
CLM-000268,2024-01-24,1,1612.99,605.14
CLM-000268,2024-02-23,2,1816.93,1315.8
CLM-000269,2024-01-31,1,281.1,694.71
CLM-000270,2024-01-26,1,111.04,0.0
CLM-000270,2024-02-25,2,554.28,0.0
CLM-000270,2024-03-26,3,641.29,591.13
CLM-000270,2024-04-25,4,745.58,865.88
CLM-000270,2024-05-25,5,1007.83,966.22
CLM-000270,2024-06-24,6,1152.58,1293.23
CLM-000270,2024-07-24,7,1502.89,1375.85
CLM-000270,2024-08-23,8,1757.0,1619.81
CLM-000270,2024-09-22,9,1746.27,1734.76
CLM-000270,2024-10-22,10,1796.65,1570.95
CLM-000270,2024-11-21,11,1755.29,1541.63
CLM-000270,2024-12-21,12,1730.58,1566.66
CLM-000270,2025-01-20,13,1697.08,1644.8
CLM-000270,2025-02-19,14,1795.68,1498.44
CLM-000270,2025-03-21,15,1727.56,1561.19
CLM-000270,2025-04-20,16,1837.51,1592.92
CLM-000270,2025-05-20,17,1806.53,1695.78
CLM-000270,2025-06-19,18,1765.22,1632.93
CLM-000270,2025-07-19,19,1754.45,1715.84
CLM-000270,2025-08-18,20,1732.4,1539.95
CLM-000270,2025-09-17,21,1694.77,1517.29
CLM-000270,2025-10-17,22,1786.47,1547.92
CLM-000270,2025-11-16,23,1761.65,1525.1
CLM-000270,2025-12-16,24,1725.5,1741.86
CLM-000271,2024-01-31,1,3578.24,3861.51
CLM-000272,2024-01-28,1,44.15,99.54
CLM-000273,2024-01-26,1,331.23,179.98
CLM-000273,2024-02-25,2,693.94,374.3
CLM-000273,2024-03-26,3,767.33,506.92
CLM-000274,2024-02-01,1,11542.06,5011.13
CLM-000274,2024-03-02,2,10798.36,8953.49
CLM-000275,2024-02-02,1,2417.34,2136.48
CLM-000275,2024-03-03,2,2334.28,4666.65
CLM-000276,2024-02-11,1,237.45,304.12
CLM-000277,2024-02-05,1,2225.68,5466.44
CLM-000278,2024-02-07,1,241.93,459.21
CLM-000279,2024-02-13,1,443.8,1011.45
CLM-000280,2024-02-06,1,4204.13,2396.76
CLM-000281,2024-02-11,1,3593.82,2776.28
CLM-000282,2024-02-14,1,932.74,2090.1
CLM-000283,2024-02-12,1,3817.67,2625.63
CLM-000284,2024-02-11,1,840.78,1031.18
CLM-000285,2024-02-16,1,494.5,848.26
CLM-000286,2024-02-19,1,5826.48,2411.94
CLM-000287,2024-02-16,1,3406.98,2309.36
CLM-000287,2024-03-17,2,3526.1,4261.67
CLM-000288,2024-02-16,1,849.69,0.0
CLM-000288,2024-03-17,2,799.47,0.0
CLM-000288,2024-04-16,3,260.8,956.94
