claim_id,policy_id,date_of_loss,date_reported,cause_of_loss,claim_status,is_catastrophe_flag,storm_id,reported_severity,settlement_date
CLM-000574,GC-000794,2025-06-10,2025-06-11,Liability,Closed,N,,1520.09,2025-07-05
CLM-000575,GC-001515,2025-06-12,2025-06-13,Lightning Strike,Closed,N,,169.32,2025-06-29
CLM-000576,GC-000766,2025-06-13,2025-06-16,Fire,Closed,N,,6237.66,2025-06-29
CLM-000577,GC-001008,2025-06-15,2025-06-22,Vandalism,Closed,N,,486.42,2025-07-24
CLM-000578,GC-000817,2025-06-15,2025-06-15,Other Weather,Closed,N,,5237.58,2025-07-08
CLM-000579,GC-004038,2025-06-17,2025-06-21,Other Weather,Closed,N,,5685.86,2025-07-12
CLM-000580,GC-001872,2025-06-17,2025-06-18,Fire,Closed,N,,16912.58,2025-06-21
CLM-000581,GC-003925,2025-06-18,2025-06-18,Other Weather,Closed,N,,77917.38,2025-07-26
CLM-000582,GC-004907,2025-06-20,2025-06-20,Vandalism,Closed,N,,6168.07,2025-07-03
CLM-000583,GC-003063,2025-06-21,2025-06-22,Water Damage (Non-Storm),Closed,N,,49566.23,2025-07-31
CLM-000584,GC-000018,2025-06-26,2025-06-30,Vandalism,Closed,N,,6277.16,2025-07-29
CLM-000585,GC-003716,2025-06-26,2025-07-02,Vandalism,Closed,N,,6491.57,2025-07-10
CLM-000586,GC-000106,2025-06-29,2025-06-30,Vandalism,Closed,N,,6565.38,2025-07-18
CLM-000587,GC-003787,2025-06-30,2025-07-04,Vandalism,Closed,N,,5824.52,2025-07-02
CLM-000588,GC-000894,2025-06-30,2025-07-06,Liability,Closed,N,,7061.24,2025-08-15
CLM-000589,GC-003653,2025-06-30,2025-07-10,Theft,Closed,N,,880.8,2025-07-31
CLM-000590,GC-004314,2025-06-30,2025-07-06,Fire,Closed,N,,1473.83,2025-07-09
CLM-000591,GC-000242,2025-06-30,2025-06-30,Fire,Closed,N,,9440.78,2025-09-26
CLM-000592,GC-000499,2025-07-01,2025-07-02,Vandalism,Closed,N,,2112.95,2025-08-05
CLM-000593,GC-001525,2025-07-03,2025-07-05,Theft,Closed,N,,6760.0,2025-08-09
CLM-000594,GC-001873,2025-07-04,2025-07-07,Liability,Closed,N,,1584.62,2025-07-15
CLM-000595,GC-003690,2025-07-04,2025-07-05,Lightning Strike,Closed,N,,5043.98,2025-07-21
CLM-000596,GC-001588,2025-07-05,2025-07-08,Fire,Closed,N,,2559.38,2025-07-30
CLM-000597,GC-002736,2025-07-07,2025-07-08,Water Damage (Non-Storm),Closed,N,,5615.83,2025-07-24
CLM-000598,GC-001253,2025-07-07,2025-07-09,Theft,Closed,N,,9834.81,2025-08-22
CLM-000599,GC-002166,2025-07-09,2025-07-09,Water Damage (Non-Storm),Open,N,,2436.74,
CLM-000600,GC-001949,2025-07-10,2025-07-16,Theft,Closed,N,,2969.05,2025-07-23
CLM-000601,GC-004363,2025-07-11,2025-07-17,Vandalism,Closed,N,,1423.43,2025-07-18
CLM-000602,GC-000143,2025-07-12,2025-07-14,Theft,Closed,N,,4015.7,2025-09-17
CLM-000603,GC-003003,2025-07-14,2025-07-14,Vandalism,Closed,N,,16177.47,2025-07-23
CLM-000604,GC-004054,2025-07-14,2025-07-21,Liability,Closed,N,,6547.34,2025-07-23
CLM-000605,GC-000129,2025-07-15,2025-07-19,Liability,Closed,N,,11082.73,2025-08-17
CLM-000606,GC-000679,2025-07-16,2025-07-17,Water Damage (Non-Storm),Closed,N,,11352.69,2025-09-01
CLM-000607,GC-004103,2025-07-17,2025-07-23,Liability,Closed,N,,1360.32,2025-08-09
CLM-000608,GC-002371,2025-07-17,2025-07-24,Fire,Closed,N,,5494.43,2025-08-20
CLM-000609,GC-002234,2025-07-17,2025-07-18,Theft,Closed,N,,7831.52,2025-07-20
CLM-000610,GC-002690,2025-07-18,2025-07-19,Water Damage (Non-Storm),Closed,N,,23548.51,2025-07-29
CLM-000611,GC-000965,2025-07-19,2025-07-24,Liability,Closed,N,,1912.34,2025-07-25
CLM-000612,GC-000622,2025-07-21,2025-07-25,Fire,Closed,N,,45220.32,2025-08-03
CLM-000613,GC-001010,2025-07-22,2025-07-28,Liability,Closed,N,,4202.79,2025-08-13
CLM-000614,GC-003652,2025-07-23,2025-07-25,Vandalism,Closed,N,,3545.02,2025-08-14
CLM-000615,GC-001923,2025-07-23,2025-07-27,Other Weather,Closed,N,,10083.36,2025-07-26
CLM-000616,GC-000916,2025-07-25,2025-07-27,Liability,Closed,N,,971.52,2025-10-08
CLM-000617,GC-000073,2025-07-26,2025-08-02,Vandalism,Closed,N,,48467.72,2025-07-31
CLM-000618,GC-003126,2025-07-27,2025-08-09,Vandalism,Closed,N,,1869.9,2025-09-05
CLM-000619,GC-000212,2025-07-27,2025-07-30,Fire,Closed,N,,70669.42,2025-09-28
CLM-000620,GC-003514,2025-07-27,2025-07-27,Theft,Closed,N,,6703.48,2025-09-04
CLM-000621,GC-003187,2025-08-06,2025-08-07,Vandalism,Closed,N,,4405.73,2025-08-13
CLM-000622,GC-001408,2025-08-07,2025-08-12,Vandalism,Closed,N,,1213.76,2025-09-16
CLM-000623,GC-000540,2025-08-10,2025-08-10,Other Weather,Closed,N,,23218.59,2025-10-28
CLM-000624,GC-003601,2025-08-16,2025-08-22,Fire,Closed,N,,10213.52,2025-10-30
CLM-000625,GC-001858,2025-08-16,2025-08-16,Other Weather,Closed,N,,1937.29,2025-09-06
CLM-000626,GC-003651,2025-08-17,2025-08-20,Other Weather,Closed,N,,1177.75,2025-08-20
CLM-000627,GC-004710,2025-08-18,2025-08-28,Water Damage (Non-Storm),Closed,N,,11611.73,2025-09-25
CLM-000628,GC-002093,2025-08-21,2025-08-25,Fire,Closed,N,,2732.47,2025-09-13
CLM-000629,GC-003920,2025-08-24,2025-08-31,Theft,Closed,N,,4777.33,2025-10-23
CLM-000630,GC-002885,2025-08-25,2025-08-28,Liability,Closed,N,,658.22,2025-11-11
CLM-000631,GC-003860,2025-08-26,2025-09-03,Vandalism,Closed,N,,2815.19,2025-09-14
CLM-000632,GC-000153,2025-08-30,2025-09-01,Theft,Closed,N,,12250.37,2025-10-02
CLM-000633,GC-002232,2025-08-30,2025-09-02,Water Damage (Non-Storm),Closed,N,,5279.2,2025-10-27
CLM-000634,GC-002399,2025-08-30,2025-08-31,Theft,Closed,N,,33489.15,2025-09-28
CLM-000635,GC-000698,2025-09-02,2025-09-02,Vandalism,Closed,N,,10840.16,2025-10-02
CLM-000636,GC-000509,2025-09-02,2025-09-09,Water Damage (Non-Storm),Closed,N,,18764.84,2025-09-15
CLM-000637,GC-001432,2025-09-04,2025-09-06,Fire,Closed,N,,14630.82,2025-09-20
CLM-000638,GC-002253,2025-09-05,2025-09-05,Water Damage (Non-Storm),Closed,N,,1642.86,2025-09-24
CLM-000639,GC-002920,2025-09-05,2025-09-08,Theft,Closed,N,,14168.16,2025-11-04
CLM-000640,GC-004686,2025-09-06,2025-09-10,Theft,Closed,N,,60291.8,2025-09-30
CLM-000641,GC-003619,2025-09-07,2025-09-08,Frozen Pipe Burst,Closed,N,,6492.28,2025-10-03
CLM-000642,GC-004545,2025-09-14,2025-09-26,Theft,Closed,N,,5581.21,2025-10-14
CLM-000643,GC-000653,2025-09-15,2025-09-23,Other Weather,Closed,N,,4976.5,2025-09-26
CLM-000644,GC-004288,2025-09-16,2025-09-18,Vandalism,Closed,N,,9538.43,2025-10-15
CLM-000645,GC-001228,2025-09-17,2025-09-20,Other Weather,Closed,N,,12549.99,2025-10-15
CLM-000646,GC-000284,2025-09-19,2025-09-24,Liability,Closed,N,,2154.58,2025-12-06
CLM-000647,GC-002402,2025-09-20,2025-09-20,Other Weather,Closed,N,,21990.72,2025-09-29
CLM-000648,GC-002545,2025-09-25,2025-10-02,Other Weather,Closed,N,,1336.11,2025-12-05
CLM-000649,GC-000929,2025-09-25,2025-10-03,Water Damage (Non-Storm),Open,N,,13728.24,
CLM-000650,GC-003743,2025-09-27,2025-09-30,Other Weather,Closed,N,,2276.53,2025-12-12
CLM-000651,GC-001784,2025-09-27,2025-10-06,Vandalism,Closed,N,,6187.05,2025-10-04
CLM-000652,GC-004320,2025-09-28,2025-09-29,Fire,Closed,N,,2746.48,2025-11-01
CLM-000653,GC-000220,2025-09-29,2025-09-29,Liability,Closed,N,,5941.56,2025-10-04
CLM-000654,GC-000793,2025-10-01,2025-10-02,Fire,Closed,N,,7676.84,2025-10-14
CLM-000655,GC-004283,2025-10-03,2025-10-07,Water Damage (Non-Storm),Closed,N,,1266.56,2025-10-10
CLM-000656,GC-000767,2025-10-03,2025-10-04,Vandalism,Closed,N,,3203.06,2025-10-18
CLM-000657,GC-002444,2025-10-05,2025-10-06,Theft,Open,N,,326.28,
CLM-000658,GC-004937,2025-10-05,2025-10-09,Theft,Closed,N,,18700.79,2025-10-31
CLM-000659,GC-001930,2025-10-07,2025-10-09,Vandalism,Closed,N,,6225.2,2025-11-17
CLM-000660,GC-001221,2025-10-08,2025-10-16,Fire,Closed,N,,4130.96,2025-11-01
CLM-000661,GC-000681,2025-10-09,2025-10-15,Water Damage (Non-Storm),Closed,N,,3856.22,2026-01-13
CLM-000662,GC-004785,2025-10-12,2025-10-13,Vandalism,Closed,N,,770.32,2025-11-06
CLM-000663,GC-004607,2025-10-12,2025-10-15,Fire,Closed,N,,5783.84,2025-10-24
CLM-000664,GC-000837,2025-10-14,2025-10-16,Other Weather,Closed,N,,5164.17,2025-11-07
CLM-000665,GC-003455,2025-10-14,2025-10-14,Water Damage (Non-Storm),Closed,N,,8251.74,2025-11-07
CLM-000666,GC-002165,2025-10-16,2025-10-18,Other Weather,Closed,N,,3077.97,2025-11-05
CLM-000667,GC-002038,2025-10-17,2025-10-19,Fire,Open,N,,11127.75,
CLM-000668,GC-001335,2025-10-19,2025-10-20,Fire,Closed,N,,6902.94,2025-10-24
CLM-000669,GC-004033,2025-10-19,2025-10-24,Frozen Pipe Burst,Closed,N,,10341.81,2025-11-10
CLM-000670,GC-004170,2025-10-21,2025-10-25,Theft,Closed,N,,11763.03,2025-12-15
CLM-000671,GC-004056,2025-10-22,2025-10-25,Other Weather,Closed,N,,1515.17,2025-11-23
CLM-000672,GC-004528,2025-10-23,2025-10-25,Water Damage (Non-Storm),Closed,N,,21180.36,2025-11-06
CLM-000673,GC-002394,2025-10-25,2025-11-01,Theft,Closed,N,,4917.07,2025-11-02
CLM-000674,GC-003801,2025-10-26,2025-11-03,Water Damage (Non-Storm),Closed,N,,17715.5,2025-11-01
CLM-000675,GC-000720,2025-10-26,2025-10-27,Liability,Closed,N,,3579.43,2025-11-11
CLM-000676,GC-004982,2025-10-30,2025-10-30,Other Weather,Closed,N,,6678.82,2025-12-04
CLM-000677,GC-000267,2025-11-01,2025-11-06,Water Damage (Non-Storm),Closed,N,,1348.01,2025-11-21
CLM-000678,GC-003688,2025-11-01,2025-11-04,Liability,Closed,N,,10627.36,2025-11-08
CLM-000679,GC-001827,2025-11-02,2025-11-02,Fire,Closed,N,,1793.63,2025-12-03
CLM-000680,GC-004942,2025-11-02,2025-11-05,Other Weather,Closed,N,,7436.78,2025-11-27
CLM-000681,GC-002950,2025-11-03,2025-11-09,Water Damage (Non-Storm),Closed,N,,34867.58,2025-12-06
CLM-000682,GC-001707,2025-11-05,2025-11-05,Water Damage (Non-Storm),Closed,N,,2667.23,2026-02-19
CLM-000683,GC-002829,2025-11-06,2025-11-17,Fire,Closed,N,,16732.4,2025-12-22
CLM-000684,GC-004114,2025-11-07,2025-11-14,Water Damage (Non-Storm),Closed,N,,22614.96,2025-12-09
CLM-000685,GC-002178,2025-11-07,2025-11-17,Fire,Closed,N,,7108.29,2026-01-16
CLM-000686,GC-001724,2025-11-07,2025-11-09,Theft,Closed,N,,6068.34,2025-11-14
CLM-000687,GC-003554,2025-11-08,2025-11-14,Other Weather,Closed,N,,4485.5,2025-12-17
CLM-000688,GC-001343,2025-11-10,2025-11-12,Liability,Closed,N,,9191.78,2025-12-19
CLM-000689,GC-000211,2025-11-10,2025-11-17,Water Damage (Non-Storm),Closed,N,,16929.88,2026-01-03
CLM-000690,GC-003619,2025-11-11,2025-11-13,Liability,Closed,N,,4809.79,2025-12-29
CLM-000691,GC-004992,2025-11-15,2025-11-15,Water Damage (Non-Storm),Closed,N,,2777.09,2025-11-20
CLM-000692,GC-002915,2025-11-15,2025-11-15,Liability,Closed,N,,396.17,2025-12-18
CLM-000693,GC-003677,2025-11-17,2025-11-26,Vandalism,Closed,N,,2624.92,2025-12-15
CLM-000694,GC-001523,2025-11-18,2025-11-18,Other Weather,Closed,N,,26512.21,2025-12-07
CLM-000695,GC-004554,2025-11-20,2025-11-27,Liability,Closed,N,,2627.69,2025-11-25
CLM-000696,GC-003012,2025-11-22,2025-11-23,Other Weather,Closed,N,,6056.72,2025-12-17
CLM-000697,GC-001061,2025-11-25,2025-11-26,Vandalism,Closed,N,,26742.26,2026-02-24
CLM-000698,GC-003076,2025-11-26,2025-11-28,Other Weather,Closed,N,,16698.75,2026-01-14
CLM-000699,GC-000389,2025-11-26,2025-11-29,Theft,Open,N,,6727.11,
CLM-000700,GC-000816,2025-11-29,2025-12-05,Liability,Closed,N,,3656.66,2025-12-10
CLM-000701,GC-003867,2025-11-30,2025-12-02,Liability,Closed,N,,10321.58,2025-12-09
CLM-000702,GC-001176,2025-12-01,2025-12-06,Liability,Open,N,,801.3,
CLM-000703,GC-003130,2025-12-02,2025-12-02,Theft,Closed,N,,24472.99,2026-01-10
CLM-000704,GC-002038,2025-12-06,2025-12-09,Water Damage (Non-Storm),Closed,N,,26466.39,2026-02-03
CLM-000705,GC-003823,2025-12-06,2025-12-06,Water Damage (Non-Storm),Closed,N,,1097.9,2025-12-20
CLM-000706,GC-001806,2025-12-09,2025-12-09,Theft,Closed,N,,80916.31,2025-12-18
CLM-000707,GC-001029,2025-12-09,2025-12-15,Other Weather,Closed,N,,1754.31,2026-01-07
CLM-000708,GC-002249,2025-12-15,2025-12-27,Other Weather,Closed,N,,14778.99,2025-12-24
CLM-000709,GC-001357,2025-12-17,2025-12-18,Liability,Closed,N,,1459.57,2026-01-09
CLM-000710,GC-004658,2025-12-19,2025-12-19,Liability,Closed,N,,1593.49,2025-12-24
CLM-000711,GC-003064,2025-12-21,2025-12-31,Theft,Closed,N,,40998.08,2026-02-11
CLM-000712,GC-002191,2025-12-21,2025-12-21,Theft,Closed,N,,6751.94,2025-12-25
CLM-000713,GC-001952,2025-12-22,2025-12-24,Water Damage (Non-Storm),Closed,N,,4107.67,2026-01-23
CLM-000714,GC-000647,2025-12-23,2025-12-26,Other Weather,Closed,N,,1731.88,2026-03-05
CLM-000715,GC-000757,2025-12-24,2026-01-09,Vandalism,Closed,N,,5779.19,2026-02-24
CLM-000716,GC-002371,2025-12-24,2026-01-05,Other Weather,Closed,N,,839.34,2026-01-03
CLM-000717,GC-001820,2025-12-24,2026-01-07,Lightning Strike,Closed,N,,405.71,2026-01-07
CLM-000718,GC-001367,2025-12-28,2025-12-28,Other Weather,Closed,N,,11055.47,2026-02-14
CLM-000719,GC-003780,2025-12-28,2025-12-29,Fire,Closed,N,,7731.77,2026-01-15
CLM-000720,GC-002353,2025-12-30,2025-12-30,Vandalism,Closed,N,,3554.05,2026-01-10
CLM-000721,GC-004133,2026-01-01,2026-01-01,Other Weather,Open,N,,4229.4,
CLM-000722,GC-004335,2026-01-02,2026-01-07,Water Damage (Non-Storm),Closed,N,,7178.22,2026-02-10
CLM-000723,GC-002591,2026-01-04,2026-01-06,Water Damage (Non-Storm),Closed,N,,22378.83,2026-01-20
CLM-000724,GC-001505,2026-01-06,2026-01-16,Theft,Closed,N,,5898.0,2026-01-16
CLM-000725,GC-002359,2026-01-08,2026-01-08,Other Weather,Closed,N,,5240.56,2026-01-30
CLM-000726,GC-003321,2026-01-09,2026-01-11,Other Weather,Closed,N,,2790.07,2026-03-09
CLM-000727,GC-003506,2026-01-15,2026-01-18,Theft,Closed,N,,15466.18,2026-02-21
CLM-000728,GC-003980,2026-01-16,2026-01-18,Water Damage (Non-Storm),Closed,N,,5389.51,2026-02-20
CLM-000729,GC-000189,2026-01-17,2026-01-26,Theft,Closed,N,,19633.81,2026-03-13
CLM-000730,GC-004805,2026-01-18,2026-01-18,Other Weather,Closed,N,,18370.9,2026-02-04
CLM-000731,GC-002439,2026-01-19,2026-02-01,Water Damage (Non-Storm),Closed,N,,335.5,2026-04-03
CLM-000732,GC-004629,2026-01-19,2026-01-21,Vandalism,Closed,N,,11319.28,2026-03-16
CLM-000733,GC-001782,2026-01-20,2026-01-21,Liability,Closed,N,,1655.25,2026-03-15
CLM-000734,GC-003322,2026-01-21,2026-01-28,Fire,Open,N,,15792.03,
CLM-000735,GC-002326,2026-01-22,2026-01-25,Fire,Open,N,,16514.99,
CLM-000736,GC-000436,2026-01-23,2026-01-24,Liability,Closed,N,,3661.47,2026-02-15
CLM-000737,GC-002141,2026-01-24,2026-01-31,Water Damage (Non-Storm),Closed,N,,15901.59,2026-03-10
CLM-000738,GC-002131,2026-02-01,2026-02-11,Liability,Closed,N,,1553.01,2026-03-23
CLM-000739,GC-003906,2026-02-01,2026-02-04,Sinkhole,Closed,N,,55052.04,2026-03-05
CLM-000740,GC-002231,2026-02-03,2026-02-03,Fire,Closed,N,,3909.53,2026-04-06
CLM-000741,GC-002585,2026-02-03,2026-02-07,Fire,Closed,N,,8023.99,2026-02-16
CLM-000742,GC-004457,2026-02-05,2026-02-10,Fire,Open,N,,2534.5,
CLM-000743,GC-000028,2026-02-06,2026-02-10,Fire,Closed,N,,4419.92,2026-03-03
CLM-000744,GC-003104,2026-02-06,2026-02-07,Fire,Closed,N,,2811.69,2026-02-22
CLM-000745,GC-003009,2026-02-08,2026-02-12,Other Weather,Closed,N,,2502.66,2026-02-09
CLM-000746,GC-001591,2026-02-11,2026-02-19,Fire,Closed,N,,1916.23,2026-03-09
CLM-000747,GC-000852,2026-02-12,2026-02-22,Water Damage (Non-Storm),Closed,N,,9280.15,2026-03-02
CLM-000748,GC-001177,2026-02-13,2026-02-21,Other Weather,Closed,N,,1858.38,2026-02-28
CLM-000749,GC-002654,2026-02-17,2026-02-23,Water Damage (Non-Storm),Closed,N,,13814.58,2026-02-18
CLM-000750,GC-003675,2026-02-19,2026-02-22,Sinkhole,Closed,N,,10824.62,2026-05-14
CLM-000751,GC-004596,2026-02-19,2026-02-25,Vandalism,Closed,N,,6898.22,2026-03-14
CLM-000752,GC-001045,2026-02-21,2026-02-25,Vandalism,Closed,N,,50886.15,2026-03-09
CLM-000753,GC-000329,2026-02-22,2026-03-03,Fire,Closed,N,,284.97,2026-04-18
CLM-000754,GC-002630,2026-02-24,2026-03-04,Vandalism,Closed,N,,5470.57,2026-05-08
CLM-000755,GC-002694,2026-02-24,2026-02-24,Other Weather,Closed,N,,37097.99,2026-03-08
CLM-000756,GC-003911,2026-02-26,2026-02-26,Theft,Closed,N,,41314.27,2026-03-07
CLM-000757,GC-003484,2026-02-27,2026-03-04,Water Damage (Non-Storm),Closed,N,,5929.43,2026-03-26
CLM-000758,GC-003698,2026-02-28,2026-03-06,Liability,Closed,N,,23364.77,2026-03-30
CLM-000759,GC-004007,2026-03-01,2026-03-02,Other Weather,Closed,N,,8258.41,2026-03-23
CLM-000760,GC-000803,2026-03-02,2026-03-02,Liability,Closed,N,,2628.77,2026-03-30
CLM-000761,GC-002704,2026-03-02,2026-03-06,Other Weather,Closed,N,,27208.62,2026-04-18
CLM-000762,GC-003272,2026-03-05,2026-03-06,Water Damage (Non-Storm),Closed,N,,21792.14,2026-06-17
CLM-000763,GC-004855,2026-03-06,2026-03-09,Fire,Closed,N,,7272.76,2026-03-21
CLM-000764,GC-000506,2026-03-12,2026-03-19,Theft,Closed,N,,11728.3,2026-04-07
CLM-000765,GC-003395,2026-03-13,2026-03-14,Other Weather,Closed,N,,1893.81,2026-04-27
CLM-000766,GC-001731,2026-03-19,2026-03-23,Vandalism,Closed,N,,133323.1,2026-04-06
CLM-000767,GC-001168,2026-03-23,2026-03-26,Vandalism,Closed,N,,13343.64,2026-04-03
CLM-000768,GC-002796,2026-03-25,2026-03-25,Vandalism,Closed,N,,8755.9,2026-04-26
CLM-000769,GC-000765,2026-03-27,2026-03-27,Fire,Closed,N,,2342.63,2026-05-01
CLM-000770,GC-003259,2026-03-27,2026-03-28,Other Weather,Closed,N,,3157.37,2026-05-10
CLM-000771,GC-003932,2026-03-28,2026-04-05,Fire,Closed,N,,17365.48,2026-04-01
CLM-000772,GC-003784,2026-03-29,2026-03-29,Theft,Closed,N,,1174.66,2026-05-09
CLM-000773,GC-001892,2026-03-29,2026-04-02,Liability,Closed,N,,17770.95,2026-04-29
CLM-000774,GC-003157,2026-03-30,2026-03-31,Theft,Closed,N,,40486.5,2026-04-23
CLM-000775,GC-004256,2026-03-30,2026-03-30,Vandalism,Closed,N,,6141.55,2026-05-26
CLM-000776,GC-001289,2026-03-30,2026-04-01,Water Damage (Non-Storm),Closed,N,,6421.38,2026-05-06
CLM-000777,GC-004450,2026-03-31,2026-04-03,Other Weather,Closed,N,,2245.37,2026-05-08
CLM-000778,GC-002257,2026-04-01,2026-04-06,Vandalism,Closed,N,,4726.26,2026-04-24
CLM-000779,GC-004611,2026-04-02,2026-04-03,Vandalism,Closed,N,,23335.47,2026-04-17
CLM-000780,GC-002908,2026-04-02,2026-04-03,Theft,Closed,N,,31523.76,2026-04-14
CLM-000781,GC-002135,2026-04-02,2026-04-04,Other Weather,Closed,N,,4471.08,2026-04-14
CLM-000782,GC-000450,2026-04-06,2026-04-09,Theft,Closed,N,,6716.14,2026-04-28
CLM-000783,GC-002396,2026-04-07,2026-05-02,Theft,Closed,N,,5428.27,2026-04-29
CLM-000784,GC-001783,2026-04-07,2026-04-08,Other Weather,Closed,N,,2342.21,2026-05-16
CLM-000785,GC-001668,2026-04-08,2026-04-18,Other Weather,Closed,N,,5486.78,2026-05-08
CLM-000786,GC-000817,2026-04-09,2026-04-12,Fire,Closed,N,,5236.39,2026-05-18
CLM-000787,GC-003758,2026-04-10,2026-04-16,Fire,Closed,N,,4062.76,2026-04-16
CLM-000788,GC-004938,2026-04-11,2026-04-15,Fire,Closed,N,,3664.73,2026-04-18
CLM-000789,GC-003769,2026-04-12,2026-04-15,Liability,Closed,N,,15054.91,2026-05-19
CLM-000790,GC-002457,2026-04-13,2026-04-13,Liability,Closed,N,,2174.29,2026-05-29
CLM-000791,GC-004927,2026-04-14,2026-04-16,Liability,Closed,N,,2597.78,2026-06-05
CLM-000792,GC-000464,2026-04-19,2026-04-21,Fire,Closed,N,,10805.11,2026-04-23
CLM-000793,GC-000872,2026-04-19,2026-04-24,Other Weather,Closed,N,,43421.91,2026-05-25
CLM-000794,GC-000249,2026-04-20,2026-04-26,Water Damage (Non-Storm),Closed,N,,1919.02,2026-04-27
CLM-000795,GC-000860,2026-04-23,2026-04-24,Liability,Closed,N,,3232.02,2026-06-23
CLM-000796,GC-003114,2026-04-26,2026-04-28,Theft,Closed,N,,3030.77,2026-05-02
CLM-000797,GC-002274,2026-04-30,2026-05-01,Water Damage (Non-Storm),Closed,N,,5293.54,2026-05-14
CLM-000798,GC-003090,2026-05-01,2026-05-05,Water Damage (Non-Storm),Closed,N,,4537.91,2026-06-02
CLM-000799,GC-003287,2026-05-03,2026-05-04,Vandalism,Closed,N,,2141.61,2026-05-13
CLM-000800,GC-001651,2026-05-03,2026-05-05,Liability,Closed,N,,2811.47,2026-06-19
CLM-000801,GC-000710,2026-05-04,2026-05-09,Vandalism,Closed,N,,7617.21,2026-05-04
CLM-000802,GC-001073,2026-05-04,2026-05-05,Theft,Closed,N,,15139.62,2026-06-04
CLM-000803,GC-003806,2026-05-05,2026-05-07,Fire,Closed,N,,12007.09,2026-05-30
CLM-000804,GC-000475,2026-05-06,2026-05-06,Other Weather,Closed,N,,12948.57,2026-05-29
CLM-000805,GC-002773,2026-05-07,2026-05-09,Other Weather,Closed,N,,5598.65,2026-05-14
CLM-000806,GC-002743,2026-05-07,2026-05-10,Frozen Pipe Burst,Closed,N,,3140.31,2026-05-10
CLM-000807,GC-003763,2026-05-10,2026-05-14,Fire,Closed,N,,7979.44,2026-06-18
CLM-000808,GC-004331,2026-05-11,2026-05-14,Other Weather,Closed,N,,1413.14,2026-05-20
CLM-000809,GC-000161,2026-05-12,2026-05-15,Other Weather,Closed,N,,3366.6,2026-07-01
CLM-000810,GC-003085,2026-05-13,2026-05-18,Water Damage (Non-Storm),Open,N,,3783.79,
CLM-000811,GC-002428,2026-05-16,2026-05-19,Fire,Closed,N,,10500.89,2026-06-02
CLM-000812,GC-003570,2026-05-16,2026-05-18,Liability,Open,N,,62369.01,
CLM-000813,GC-004081,2026-05-16,2026-05-18,Liability,Closed,N,,4895.19,2026-06-24
CLM-000814,GC-004741,2026-05-16,2026-05-20,Theft,Closed,N,,380.86,2026-05-22
CLM-000815,GC-003607,2026-05-18,2026-05-18,Theft,Closed,N,,2856.57,2026-06-30
CLM-000816,GC-001983,2026-05-19,2026-05-29,Liability,Closed,N,,1677.99,2026-06-20
CLM-000817,GC-002923,2026-05-21,2026-05-27,Vandalism,Closed,N,,7374.71,2026-07-13
CLM-000818,GC-003893,2026-05-21,2026-05-28,Theft,Closed,N,,9786.17,2026-06-06
CLM-000819,GC-001193,2026-05-22,2026-05-22,Other Weather,Open,N,,7865.23,
CLM-000820,GC-000754,2026-05-24,2026-05-27,Vandalism,Closed,N,,3284.31,2026-06-28
CLM-000821,GC-004109,2026-05-27,2026-05-31,Fire,Closed,N,,4515.8,2026-06-25
CLM-000822,GC-000847,2026-05-27,2026-06-03,Fire,Closed,N,,14874.08,2026-06-20
CLM-000823,GC-004648,2026-05-28,2026-05-29,Fire,Closed,N,,5432.29,2026-06-07
CLM-000824,GC-004801,2026-05-30,2026-06-03,Other Weather,Open,N,,2262.01,
CLM-000825,GC-000673,2026-05-31,2026-05-31,Other Weather,Closed,N,,7952.58,2026-08-07
CLM-000826,GC-004200,2026-06-02,2026-06-07,Water Damage (Non-Storm),Open,N,,7969.53,
CLM-000827,GC-000818,2026-06-02,2026-06-04,Other Weather,Open,N,,1923.83,
CLM-000828,GC-001327,2026-06-03,2026-06-06,Vandalism,Closed,N,,4508.41,2026-07-07
CLM-000829,GC-004599,2026-06-05,2026-06-07,Water Damage (Non-Storm),Open,N,,1320.35,
CLM-000830,GC-004041,2026-06-05,2026-06-07,Vandalism,Closed,N,,7493.81,2026-08-02
CLM-000831,GC-004389,2026-06-05,2026-06-10,Other Weather,Open,N,,10041.16,
CLM-000832,GC-000726,2026-06-06,2026-06-14,Other Weather,Closed,N,,17103.17,2026-06-16
CLM-000833,GC-000740,2026-06-09,2026-06-11,Vandalism,Closed,N,,13329.33,2026-06-23
CLM-000834,GC-004771,2026-06-09,2026-06-11,Water Damage (Non-Storm),Closed,N,,92194.44,2026-06-30
CLM-000835,GC-002021,2026-06-09,2026-06-17,Liability,Closed,N,,19842.99,2026-06-24
CLM-000836,GC-003922,2026-06-13,2026-06-22,Fire,Open,N,,9165.87,
CLM-000837,GC-002092,2026-06-14,2026-06-15,Other Weather,Open,N,,9403.51,
CLM-000838,GC-002000,2026-06-16,2026-06-22,Fire,Open,N,,1444.74,
CLM-000839,GC-000963,2026-06-16,2026-06-16,Liability,Closed,N,,4342.68,2026-08-15
CLM-000840,GC-004603,2026-06-17,2026-06-29,Vandalism,Closed,N,,250.04,2026-08-11
CLM-000841,GC-003356,2026-06-17,2026-06-17,Vandalism,Open,N,,2863.54,
CLM-000842,GC-002973,2026-06-17,2026-07-02,Vandalism,Closed,N,,9979.89,2026-06-30
CLM-000843,GC-003696,2026-06-17,2026-06-22,Fire,Open,N,,6686.43,
